Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,Mossbauer Internal
High Voltage:,1800
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.20
Upper Discriminator:,771
Lower Discriminator:,554
Calibration Coefficients:Elapsed Real Time:,0.0
Elapsed Live Time:,0.0
Start Time:,January 15, 2019, 03:15:23
End Time:,January 15, 2019, 05:31:08
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
747,,12251
748,,12076
749,,12251
750,,12259
751,,12134
752,,12297
753,,12213
754,,12205
755,,12208
756,,12238
757,,12057
758,,12238
759,,12238
760,,12192
761,,12214
762,,11951
763,,11879
764,,11583
765,,11418
766,,11264
767,,11348
768,,11591
769,,11796
770,,11988
771,,12188
772,,12299
773,,12261
774,,12162
775,,12086
776,,12124
777,,12192
778,,12296
779,,12273
780,,12175
781,,12167
782,,12445
783,,12212
784,,12333
785,,12305
786,,12165
787,,12295
788,,12457
789,,12245
790,,12215
791,,12477
792,,11946
793,,12263
794,,12240
795,,12300
796,,12163
797,,12259
798,,12214
799,,12378
800,,12293
801,,12131
802,,12197
803,,12360
804,,12252
805,,12126
806,,12036
807,,12108
808,,12061
809,,12246
810,,12082
811,,11975
812,,12024
813,,11830
814,,11785
815,,11880
816,,11746
817,,11398
818,,11133
819,,11043
820,,10728
821,,10977
822,,11195
823,,11410
824,,11638
825,,11882
826,,12076
827,,12087
828,,12172
829,,12146
830,,12057
831,,12155
832,,12377
833,,12339
834,,12184
835,,12204
836,,12291
837,,12425
838,,12180
839,,12161
840,,12411
841,,12281
842,,12275
843,,12080
844,,12255
845,,12164
846,,12215
847,,12176
848,,12363
849,,12350
850,,12065
851,,12280
852,,12104
853,,12184
854,,12115
855,,12209
856,,12085
857,,12215
858,,12374
859,,12128
860,,12251
861,,12188
862,,12148
863,,12342
864,,12167
865,,12005
866,,11878
867,,12100
868,,11831
869,,11773
870,,11500
871,,11226
872,,11158
873,,10630
874,,10427
875,,10507
876,,10659
877,,10987
878,,11309
879,,11654
880,,11577
881,,11912
882,,12060
883,,12172
884,,12303
885,,12267
886,,12216
887,,12258
888,,12171
889,,12198
890,,12342
891,,11977
892,,12515
893,,12349
894,,12254
895,,12419
896,,12412
897,,12168
898,,12295
899,,12248
900,,12159
901,,12350
902,,12348
903,,12407
904,,12555
905,,12511
906,,12212
907,,12414
908,,12217
909,,12328
910,,12226
911,,12407
912,,12229
913,,12241
914,,12280
915,,12351
916,,12416
917,,12382
918,,12509
919,,12244
920,,12348
921,,12307
922,,12289
923,,12386
924,,12441
925,,12500
926,,12307
927,,12249
928,,12360
929,,12241
930,,12333
931,,12274
932,,12242
933,,12244
934,,12257
935,,12148
936,,12423
937,,12187
938,,12432
939,,12314
940,,12528
941,,12139
942,,12532
943,,12450
944,,12389
945,,12383
946,,12285
947,,12207
948,,12389
949,,12158
950,,12159
951,,12415
952,,12289
953,,12504
954,,12188
955,,12317
956,,12257
957,,12338
958,,12440
959,,12404
960,,12295
961,,12559
962,,12262
963,,12267
964,,12295
965,,12426
966,,12210
967,,12345
968,,12423
969,,12497
970,,12419
971,,12317
972,,12457
973,,12487
974,,12444
975,,12374
976,,12267
977,,12341
978,,12445
979,,12390
980,,12325
981,,12408
982,,12522
983,,12112
984,,12340
985,,12365
986,,12138
987,,12483
988,,12228
989,,12238
990,,12371
991,,12219
992,,12380
993,,12406
994,,12383
995,,12448
996,,12218
997,,12375
998,,12445
999,,12325
1000,,12408
1001,,12257
1002,,12288
1003,,12395
1004,,12231
1005,,12411
1006,,12336
1007,,12165
1008,,12394
1009,,12383
1010,,12443
1011,,12322
1012,,12659
1013,,12450
1014,,12372
1015,,12344
1016,,12343
1017,,12397
1018,,12404
1019,,12458
1020,,12051
1021,,12342
1022,,12405
1023,,12405
